ID,Peso,Estatura,Edad,PctGrasaCorporal,EstadoCivil,ActividadFisica
fc1e30ae,63.5,172.2,19.0,13.1,casado,1
6e997d8f,73.2,146.3,25.0,20.8,divorciado,1
e51bb96b,87.8,196.5,67.0,14.3,soltero,0
1ca4d145,82.5,193.0,33.0,8.4,soltero,0
b7d31104,55.0,171.4,61.0,17.6,casado,1
9bf1a450,76.2,182.4,46.0,11.3,casado,0
3a8c0f68,66.2,176.1,43.0,14.9,casado,1
e24a6ae9,76.8,181.1,59.0,14.1,casado,0
fe6acad1,89.2,180.9,69.0,17.6,,0
9172d42f,58.9,175.8,36.0,14.3,soltero,1
fe108c23,74.6,172.3,28.0,10.8,casado,0
d9726796,83.5,165.1,29.0,14.5,casado,0
1364d629,72.5,158.4,24.0,18.6,soltero,1
7a618006,65.8,164.5,56.0,18.5,divorciado,1
08f49bbb,71.4,165.4,59.0,20.2,soltero,1
75dab36c,62.4,169.5,72.0,18.5,soltero,1
d99fe403,61.1,166.6,34.0,15.8,casado,1
f4bd2122,78.2,159.1,68.0,23.2,soltero,1
f5d3de64,90.2,148.2,65.0,29.2,soltero,1
ee90cf51,86.7,168.7,28.0,13.6,casado,0
a3d947b5,62.6,168.0,64.0,14.0,casado,0
6908eae5,65.8,153.4,21.0,17.3,casado,1
7af78490,76.1,158.0,19.0,17.5,soltero,1
d2df3a9d,74.4,162.5,67.0,16.8,divorciado,0
874f5def,56.1,179.0,74.0,,casado,0
07d39a98,62.1,159.4,45.0,17.8,casado,1
62e6878b,101.1,162.2,67.0,,casado,0
0d6d283c,74.2,147.6,36.0,20.8,casado,1
893f3f97,74.9,191.3,41.0,9.4,soltero,0
106d3c61,83.0,154.2,32.0,20.7,casado,1
ffa62b0f,76.6,158.1,36.0,20.7,divorciado,1
2b7dbe51,94.9,179.4,52.0,16.9,casado,0
40f8f9a1,66.6,172.3,20.0,8.4,soltero,0
7e11c76d,72.5,141.8,24.0,21.1,soltero,1
8e37effc,76.7,164.4,70.0,22.7,casado,1
1973b2b4,64.1,143.1,72.0,23.2,casado,1
4040ed96,71.2,172.0,19.0,15.8,soltero,1
960315dc,78.5,158.5,61.0,18.2,casado,0
075b8812,65.7,164.9,59.0,19.8,soltero,1
d2711b0e,74.8,186.4,31.0,9.1,soltero,0
7522ad1c,46.8,158.1,51.0,14.0,casado,1
9492df2e,57.8,184.9,42.0,8.3,casado,0
fa9ab46a,68.9,158.1,66.0,15.6,divorciado,0
5e3b4a42,57.4,163.9,36.0,13.9,soltero,1
0cf1133a,63.4,176.9,25.0,9.2,soltero,0
d09a0942,65.1,155.7,67.0,22.0,soltero,1
27ed2e85,51.9,172.5,74.0,16.8,soltero,1
a72a20a1,66.6,170.7,73.0,17.9,soltero,1
45ff35fd,,168.2,22.0,17.6,soltero,1
b4eaf492,61.1,191.4,72.0,10.5,soltero,0
7872c20b,81.2,155.1,22.0,15.5,soltero,0
4e53e896,80.8,167.3,51.0,15.6,casado,0
be542ca7,70.2,178.6,38.0,15.1,divorciado,1
e9af71dd,58.2,174.8,57.0,12.0,soltero,0
4a4a4265,63.9,159.7,31.0,15.9,soltero,1
f54b4578,84.8,173.6,41.0,15.2,casado,0
67de018f,60.0,154.2,40.0,17.1,soltero,1
0d11ccfa,100.5,200.7,55.0,14.6,soltero,0
2dace472,82.0,183.2,72.0,15.6,casado,0
52c5af21,59.5,165.5,60.0,17.3,soltero,1
d8c38e65,67.6,180.1,58.0,12.3,casado,0
feeee045,56.4,170.6,61.0,17.1,casado,1
2a980ac9,108.1,168.8,28.0,18.4,casado,0
68465d70,61.0,166.8,18.0,14.6,casado,1
b633ca9b,84.6,166.4,53.0,16.7,soltero,0
f6aa6103,87.3,161.7,23.0,14.2,casado,0
68455068,73.7,160.9,72.0,22.5,divorciado,1
c71fdaee,94.2,161.2,49.0,19.1,casado,0
f79ab722,83.0,182.1,22.0,11.8,soltero,0
499ac2c9,70.3,150.9,62.0,22.8,casado,1
271dcbec,89.4,172.4,20.0,13.5,casado,0
c37bee04,76.5,181.8,51.0,13.2,casado,0
ff2bb535,73.9,177.2,54.0,17.8,soltero,1
18236bc9,50.6,162.6,67.0,16.7,casado,1
32286fd1,87.6,174.8,64.0,22.2,soltero,1
4cb46fbe,81.6,158.5,20.0,18.8,casado,1
8712764c,71.3,167.7,53.0,13.7,soltero,0
56e119d1,72.8,149.5,31.0,21.9,divorciado,1
4eb1e973,88.6,170.7,44.0,16.1,casado,0
3290ebb6,61.2,167.7,71.0,15.8,soltero,0
a6e12f77,66.7,185.8,70.0,12.9,casado,0
095a333d,67.8,193.5,69.0,11.1,casado,0
c49c3819,62.6,177.6,47.0,15.1,soltero,1
f6b70168,79.8,177.0,52.0,14.7,casado,0
1603a83a,80.8,156.6,37.0,17.5,divorciado,0
542621d2,95.1,,54.0,20.9,casado,0
d18b3099,76.4,168.9,24.0,17.5,casado,1
073087de,93.0,154.8,36.0,24.8,soltero,1
eb0ac33d,103.9,167.2,40.0,18.3,casado,0
c33d8c65,71.2,165.2,59.0,15.0,casado,0
c674fe63,76.0,186.2,62.0,13.7,soltero,0
c497124e,52.8,167.6,40.0,14.6,soltero,1
243d883c,90.6,177.8,53.0,16.2,casado,0
affa69b6,64.7,170.4,31.0,14.9,soltero,1
cc697039,51.1,162.0,20.0,12.7,soltero,1
6efea897,76.4,172.0,26.0,11.9,soltero,0
344c38ab,65.9,141.4,35.0,21.3,casado,1
17d95637,81.1,161.7,72.0,23.6,casado,1
274070b1,102.1,162.8,54.0,22.2,soltero,0
45dd22c6,66.6,167.9,50.0,13.4,casado,0
ceb2a34a,65.7,199.9,37.0,7.5,soltero,0
685dfb8b,68.8,196.4,53.0,10.8,soltero,0
36ac6845,57.1,175.0,65.0,16.0,casado,1
5ac12faa,97.6,177.2,69.0,19.0,casado,0
62ef1dd6,93.8,175.4,61.0,18.5,soltero,0
4713695f,53.1,183.7,64.0,9.8,soltero,0
06d27c5f,85.7,185.3,47.0,13.8,casado,0
e9fb6903,55.3,170.7,54.0,15.3,divorciado,1
4168d22f,64.6,165.6,74.0,21.3,,1
bebdc486,56.0,167.5,66.0,18.1,soltero,1
515a57d8,65.3,174.8,56.0,11.7,casado,0
def1faa1,77.8,162.6,26.0,14.2,casado,0
7c93c148,55.5,164.1,60.0,18.3,soltero,1
1a46747d,48.3,181.8,70.0,16.0,soltero,1
2017d2fb,83.1,171.1,72.0,17.8,casado,0
dca74eed,77.0,141.0,32.0,23.7,casado,1
81fff72d,70.7,167.9,70.0,19.9,soltero,1
cebb63aa,64.3,155.5,64.0,20.8,soltero,1
f8b119c6,51.0,179.0,57.0,8.7,soltero,0
7d9ccc03,76.5,170.1,42.0,13.1,soltero,0
01e37079,89.7,186.1,68.0,15.8,casado,0
ee483d4a,52.6,152.2,45.0,17.0,soltero,1
9c08b07f,90.4,147.0,30.0,26.0,soltero,1
87c2b9c3,76.9,164.3,30.0,18.1,divorciado,1
86597bf8,86.7,157.2,41.0,17.9,soltero,0
992a36c0,69.9,150.9,68.0,23.2,casado,1
d2f01e18,87.3,178.8,54.0,15.3,casado,0
04787fbc,50.0,180.6,44.0,7.1,soltero,0
0b6d49e7,40.0,169.0,43.0,11.1,casado,1
c0f76545,52.8,165.1,48.0,15.9,soltero,1
4f67ab53,45.0,159.3,37.0,12.1,soltero,1
e8a66581,66.8,175.3,50.0,12.6,soltero,0
a1dbdbf5,60.4,146.5,47.0,20.3,soltero,1
f035b4a1,81.1,176.4,27.0,11.9,casado,0
e4aaf97f,91.1,180.4,19.0,11.2,casado,0
2c2258ea,62.6,166.7,26.0,15.3,soltero,1
3a0f533f,74.2,175.3,19.0,14.5,casado,1
851fc197,41.2,156.7,59.0,15.2,soltero,1
8b45d89d,51.6,172.8,46.0,13.6,casado,1
35b8dd8d,81.4,165.2,43.0,15.2,soltero,0
3738c633,68.7,164.4,52.0,19.9,soltero,1
670c1a27,42.1,154.1,34.0,12.2,soltero,1
2a19d393,52.9,160.3,,15.7,soltero,1
da5f38ab,80.2,163.7,41.0,19.8,casado,1
579fb78c,50.7,160.4,18.0,12.5,soltero,1
0f2565fb,41.8,144.7,37.0,13.7,soltero,1
20448bf6,70.3,169.5,46.0,18.7,casado,1
12d2fc09,68.8,197.7,24.0,6.6,casado,0
6bee51bf,52.0,145.8,21.0,15.1,divorciado,1
be5ec202,60.3,165.0,52.0,17.5,soltero,1
0981996d,71.3,151.1,41.0,,casado,1
c2d03fdf,67.2,161.7,26.0,16.4,divorciado,1
ce7b710c,87.0,162.9,47.0,18.0,casado,0
6c2b2eda,79.8,156.3,32.0,20.2,divorciado,1
4f7fa304,68.3,148.8,31.0,19.6,soltero,1
481dfa06,65.7,171.1,29.0,15.8,soltero,1
49e38ced,59.7,173.7,61.0,17.1,casado,1
df6dfa92,71.5,168.2,39.0,12.5,casado,0
44010706,79.8,186.9,23.0,10.0,divorciado,0
586a2c75,59.8,177.6,46.0,14.7,soltero,1
125f37b2,75.2,186.7,45.0,11.4,soltero,0
ffd008e6,80.4,166.5,50.0,19.9,soltero,1
0b844752,64.1,154.6,38.0,12.8,soltero,0
43f81fa4,75.8,177.3,,14.1,soltero,0
7be295cd,71.9,170.1,67.0,15.1,casado,0
2b31bc3e,62.1,168.0,61.0,18.2,casado,1
f2695592,102.2,171.3,39.0,18.4,casado,0
970e2003,76.8,186.1,27.0,10.4,casado,0
e97854ef,73.1,179.9,67.0,19.1,divorciado,1
822f7389,94.9,179.1,68.0,17.8,divorciado,0
316be84d,82.2,170.0,52.0,15.9,soltero,0
bda68240,81.8,159.3,66.0,18.8,soltero,0
7bfbf7f8,59.8,154.9,29.0,16.7,soltero,1
3107a315,61.4,150.8,38.0,19.8,soltero,1
66adf98d,66.3,173.7,56.0,18.7,casado,1
6835319d,85.6,169.5,55.0,16.6,casado,0
e9f1501f,63.7,159.4,57.0,19.1,casado,1
2222a7c3,74.8,177.0,18.0,10.2,casado,0
75d8e835,92.2,173.1,35.0,14.9,casado,0
068cdfc4,78.1,181.0,58.0,14.3,soltero,0
89a26bcc,60.4,165.2,71.0,14.1,soltero,0
f3fa6794,78.4,171.4,26.0,11.3,soltero,0
4545738c,73.2,176.3,68.0,14.9,casado,0
bdb61508,87.0,141.9,43.0,27.5,casado,1
49e6db7f,77.7,170.2,31.0,11.6,soltero,0
235bdf7a,62.0,180.8,61.0,10.6,casado,0
b75c0410,89.3,160.9,24.0,18.0,casado,0
85fb4dcf,62.7,174.9,51.0,16.4,soltero,1
83a0c934,106.5,159.2,23.0,20.9,soltero,0
3c267211,54.0,188.2,63.0,9.0,soltero,0
16888e25,60.1,186.0,25.0,5.9,soltero,0
c1742153,76.4,163.6,27.0,18.3,soltero,1
92c1799a,90.1,178.9,74.0,17.3,soltero,0
b4e4d5e7,75.9,168.5,58.0,14.4,soltero,0
c34b71de,53.3,159.7,68.0,16.6,soltero,1
59b6710d,40.0,174.4,27.0,9.5,divorciado,1
aab03f5f,74.1,159.0,40.0,20.5,casado,1
b14c8531,97.0,175.5,66.0,19.7,casado,0
cad9ea9e,74.5,162.7,72.0,22.1,soltero,1
2f13b6c6,65.8,190.8,30.0,8.1,soltero,0
6b40b52b,74.1,164.8,66.0,15.7,casado,0
7defd0e0,65.9,172.8,38.0,14.9,casado,1
3302d576,61.7,151.6,22.0,15.6,soltero,1
db0bf97b,76.4,176.8,23.0,11.9,soltero,0
167edca7,96.6,187.1,35.0,12.9,soltero,0
3a3e63d9,85.2,168.0,58.0,22.3,soltero,1
6ab58b70,72.9,176.1,33.0,10.8,casado,0
c9d66e69,57.7,171.9,43.0,15.3,soltero,1
09edf9e3,71.1,179.3,28.0,9.8,casado,0
154f5fa9,79.3,164.8,30.0,18.9,soltero,1
10e38381,68.2,174.5,30.0,9.6,divorciado,0
2a9774d7,64.6,148.4,19.0,19.4,soltero,1
d810c010,63.0,190.8,62.0,8.9,soltero,0
e41475ce,84.4,175.8,48.0,15.1,casado,0
05e67f49,86.0,172.7,31.0,12.9,soltero,0
b20923b1,70.8,172.8,74.0,21.1,divorciado,1
e63d383f,92.1,191.7,56.0,15.0,casado,0
65d1abe6,82.3,171.5,74.0,17.7,soltero,0
3c735665,78.2,148.9,65.0,25.6,casado,1
c8512915,92.0,179.1,21.0,12.7,soltero,0
cbf492f8,60.6,153.0,40.0,19.2,soltero,1
a734b952,105.4,165.1,60.0,21.7,casado,0
cad7ad81,77.6,179.6,37.0,11.1,soltero,0
73098916,61.2,163.7,57.0,17.6,divorciado,1
f559c36a,53.8,167.1,57.0,11.0,soltero,0
3b46919c,41.5,158.8,36.0,13.1,casado,1
6079172d,53.9,173.0,69.0,16.6,divorciado,1
59a57f21,71.0,161.6,63.0,16.5,soltero,0
e50e7e12,78.7,165.0,38.0,19.4,casado,1
d809fb93,57.4,177.2,45.0,9.9,soltero,0
2790fec9,,173.8,43.0,12.5,casado,1
c5da113b,102.2,174.4,49.0,19.0,soltero,0
d7f3b4de,55.0,163.4,62.0,17.8,soltero,1
e9837f55,74.1,162.0,68.0,22.2,soltero,1
76c48379,74.3,179.9,51.0,12.6,soltero,0
b358a66e,43.9,154.5,31.0,13.3,soltero,1
857ca723,57.8,160.0,41.0,11.4,casado,0
e4d5e182,53.0,171.7,46.0,13.7,casado,1
7ba16996,66.1,173.3,74.0,14.8,casado,0
0ac81231,84.9,175.7,70.0,16.9,soltero,0
495519fc,40.0,155.7,51.0,13.5,divorciado,1
3aab6837,51.7,163.3,56.0,15.2,soltero,1
d96d32c8,53.2,157.0,50.0,17.1,divorciado,1
29d9b1d5,55.8,166.3,36.0,14.7,soltero,1
e4473447,74.1,177.3,21.0,15.3,casado,1
16e5314b,66.9,163.3,18.0,14.5,casado,1
672fee3e,68.7,179.2,64.0,13.4,casado,0
3c4a337a,72.4,173.5,23.0,9.4,soltero,0
3054f6ec,70.8,157.5,35.0,20.3,soltero,1
90bed094,72.5,174.7,33.0,11.1,soltero,0
3b18549a,102.0,173.3,37.0,16.6,divorciado,0
c9f2cf0c,83.7,178.2,30.0,11.4,soltero,0
1a309a20,55.0,162.7,21.0,13.1,casado,1
2317ab9c,52.9,175.1,69.0,15.3,,1
e6b13c35,85.7,164.3,46.0,17.8,soltero,0
c21f9844,78.4,172.9,33.0,17.7,soltero,1
02acc5d9,66.2,157.9,46.0,14.3,casado,0
9a988e84,48.2,155.6,61.0,16.5,soltero,1
cbea6f3b,75.1,166.4,36.0,14.1,casado,0
936576e0,52.8,150.9,46.0,18.0,divorciado,1
b81e6e2d,88.1,162.2,68.0,20.5,casado,0
c34d7764,67.6,163.3,74.0,21.1,soltero,1
6c66f234,54.2,179.9,24.0,6.5,casado,0
119b26f0,69.7,168.9,34.0,12.4,soltero,0
ac91e638,59.2,157.1,57.0,19.0,divorciado,1
8b08c8a9,89.5,185.5,55.0,15.5,casado,0
ae99c14f,59.6,154.2,49.0,12.9,soltero,0
ce818e03,68.8,171.5,65.0,14.1,soltero,0
7635ad42,83.9,174.6,73.0,17.3,soltero,0
47a86726,64.0,161.0,24.0,15.6,soltero,1
19db6300,94.2,169.3,72.0,25.7,soltero,1
a13cbe4b,75.5,155.8,25.0,20.8,soltero,1
814c8f05,77.7,178.1,72.0,16.6,divorciado,0
65990a34,92.3,182.0,65.0,17.1,casado,0
a2a6d282,65.8,155.5,67.0,21.5,divorciado,1
04713280,75.3,167.8,29.0,18.1,soltero,1
bcba1082,64.9,154.3,26.0,16.4,soltero,1
22668545,86.8,180.9,69.0,16.1,soltero,0
81bbe8e3,53.9,141.7,54.0,19.5,soltero,1
85f53c2a,74.9,175.3,32.0,12.1,casado,0
b29a4aaa,96.5,168.9,44.0,18.7,divorciado,0
306c92df,76.2,,25.0,7.0,casado,0
d17af394,58.8,172.9,23.0,12.6,soltero,1
5c0b36ee,125.9,190.5,70.0,21.4,soltero,0
5e97a7f6,82.2,191.1,64.0,13.7,casado,0
3a70ab37,79.3,154.8,44.0,23.0,casado,1
c73c7a67,59.9,177.8,53.0,16.0,casado,1
b3f9d360,77.7,156.9,38.0,21.8,soltero,1
03149142,68.5,165.3,63.0,19.3,soltero,1
cf2d5763,70.0,,66.0,13.3,casado,0
595300fc,68.2,180.7,69.0,12.8,soltero,0
858939e9,63.9,159.5,49.0,17.8,soltero,1
a4dda7ac,63.7,185.4,39.0,10.6,casado,0
600e3172,61.3,162.3,22.0,14.4,casado,1
36027177,52.3,168.0,27.0,12.7,casado,1
ae1c54f2,70.8,150.9,35.0,20.0,casado,1
383a4122,81.6,182.6,57.0,15.1,casado,0
a16ea3d3,55.3,158.1,50.0,17.1,casado,1
3a22c9db,96.4,174.6,44.0,16.9,soltero,0
d95bdd46,109.1,177.8,31.0,17.6,soltero,0
22e876e8,72.9,181.3,58.0,,soltero,0
dc7b71ee,68.3,169.7,55.0,13.5,casado,0
4ba5cf3c,94.1,148.5,72.0,25.8,soltero,0
aabaed85,45.6,169.5,57.0,13.7,casado,1
0f483b4d,63.3,171.4,,15.2,soltero,1
ef39930f,80.9,180.2,41.0,12.7,divorciado,0
2d7cd1ba,72.2,177.5,30.0,10.1,soltero,0
6e19259f,70.4,174.0,27.0,10.7,soltero,0
75b6d335,73.8,189.5,47.0,11.3,soltero,0
3aefa92d,58.4,185.9,73.0,11.2,casado,0
321bb154,60.9,176.8,62.0,11.4,soltero,0
92c1a451,79.4,174.3,71.0,16.4,soltero,0
cc534c04,94.3,183.4,21.0,12.0,soltero,0
3a4128e8,66.4,161.4,71.0,21.5,casado,1
605523b7,75.4,163.5,61.0,20.1,casado,1
03c00fda,78.1,156.8,40.0,20.5,casado,1
d6468563,42.7,161.7,29.0,12.0,soltero,1
1a29d138,50.6,165.8,33.0,11.8,soltero,1
ce880143,68.7,162.1,68.0,20.4,casado,1
996cd930,91.6,174.5,74.0,19.0,soltero,0
b653e79a,81.9,181.1,39.0,12.6,soltero,0
68464770,82.8,169.3,61.0,17.0,casado,0
ee8a8352,62.1,153.4,43.0,18.8,casado,1
10ae3f79,80.9,166.8,57.0,17.2,casado,0
6ac6e966,61.5,163.0,22.0,14.3,soltero,1
1868c47a,70.0,188.3,58.0,11.6,soltero,0
67b2593d,108.8,171.3,57.0,20.7,soltero,0
8181e05b,68.5,153.2,69.0,22.8,casado,1
3d718440,90.2,184.4,70.0,16.6,soltero,0
6e42e85f,57.5,,41.0,15.8,soltero,1
7be771b9,41.4,153.8,30.0,13.3,,1
da3ba9f3,53.5,168.8,70.0,18.0,soltero,1
8876c162,71.4,175.2,45.0,13.4,soltero,0
061e4605,69.9,159.2,61.0,21.6,soltero,1
6e07f2ed,85.5,165.0,40.0,15.8,soltero,0
139026f1,52.7,163.5,19.0,6.9,divorciado,0
c761a4d5,71.7,157.5,34.0,19.3,soltero,1
33227afc,73.0,169.7,41.0,12.9,casado,0
96f3cc4a,63.4,172.5,19.0,7.4,casado,0
b7500553,80.1,174.3,73.0,21.9,soltero,1
4d7799a7,80.5,187.8,65.0,14.0,soltero,0
8a5ff9d8,74.9,185.3,33.0,9.8,soltero,0
dbf5dd03,40.0,163.8,66.0,14.7,soltero,1
016b5f38,103.4,171.8,20.0,15.4,soltero,0
55e89db8,58.9,156.9,66.0,18.6,soltero,1
bd9d4533,81.2,170.4,48.0,14.7,divorciado,0
a4646c69,57.1,157.3,71.0,21.2,casado,1
0bccd2b3,73.2,174.6,58.0,13.9,casado,0
d8aaa001,51.5,164.9,50.0,14.7,casado,1
225e9f24,75.4,161.5,24.0,13.8,casado,0
bb94e615,73.8,158.7,66.0,23.5,soltero,1
55f46a13,67.1,167.9,54.0,18.3,soltero,1
2866aad8,84.0,186.6,50.0,12.8,casado,0
95fb4deb,71.8,151.1,21.0,19.5,divorciado,1
eb7ef035,88.4,165.0,23.0,13.8,casado,0
4f248ded,60.0,150.1,19.0,16.6,soltero,1
24a5e152,81.0,147.7,20.0,22.2,soltero,1
8041c2a5,100.1,179.7,71.0,19.9,soltero,0
beac5a58,80.2,170.8,61.0,15.7,soltero,0
f1fb1974,65.5,165.0,74.0,20.2,soltero,1
5ea9ce91,43.5,164.5,63.0,16.2,casado,1
b73adfa8,77.6,163.7,20.0,12.3,divorciado,0
0a438fa9,91.3,173.1,30.0,14.7,soltero,0
2eeb82ef,80.4,166.5,54.0,16.3,soltero,0
720f7eaf,68.9,169.9,38.0,11.8,casado,0
45c8635f,87.7,162.6,68.0,20.8,soltero,0
521f35e7,61.4,160.4,50.0,20.0,casado,1
cbb76d55,60.0,173.5,74.0,19.7,casado,1
07f078e7,81.0,179.4,52.0,13.8,casado,0
7fbfc1cc,43.2,178.3,40.0,11.4,casado,1
20c459b5,74.0,146.5,21.0,16.2,soltero,0
f3dff278,71.5,169.4,46.0,13.4,casado,0
8468ae58,67.5,154.4,22.0,17.5,soltero,1
6fcd2572,41.1,159.1,42.0,13.5,casado,1
caf7838b,55.2,156.1,51.0,17.4,casado,1
1ed02ef4,66.0,168.8,71.0,13.9,soltero,0
5afe3d01,64.8,170.9,30.0,13.9,casado,1
b97b1229,86.2,162.7,51.0,19.6,soltero,0
f72ef551,74.9,192.0,28.0,8.7,soltero,0
597f2894,77.6,159.1,65.0,17.1,soltero,0
3ce6c24a,65.1,167.6,27.0,14.3,soltero,1
b5986b8f,40.9,158.7,61.0,14.3,casado,1
e43feafb,63.4,149.1,30.0,17.9,soltero,1
53b6c6bb,86.3,168.5,54.0,17.6,soltero,0
3b08b8de,53.7,162.2,59.0,16.9,casado,1
60872830,90.7,181.4,28.0,12.3,casado,0
2d6b34f8,74.1,174.6,73.0,15.9,soltero,0
d382c8ec,68.1,148.0,34.0,16.1,casado,0
134cf201,51.0,197.9,49.0,7.5,soltero,0
f52e9de7,88.2,173.7,52.0,15.2,casado,0
2172c857,83.9,166.6,71.0,23.8,soltero,1
7cb1c67d,75.3,170.1,38.0,18.4,casado,1
6166f657,77.7,155.9,18.0,20.0,soltero,1
f6b05124,40.0,173.4,19.0,8.0,casado,1
9885399c,57.3,164.1,21.0,13.2,casado,1
d3e66fba,87.5,160.9,31.0,17.4,casado,0
a3d41c6f,91.8,185.0,51.0,15.5,casado,0
7e4ee3bf,73.4,168.3,51.0,13.9,,0
0c8e3786,97.3,181.1,64.0,17.9,casado,0
9887d4d1,71.7,158.9,40.0,18.8,soltero,1
c0d0fe8c,74.7,172.3,55.0,19.9,soltero,1
7b320483,66.3,161.8,31.0,16.8,divorciado,1
2478092f,60.7,161.0,73.0,18.8,soltero,1
91df428d,55.7,179.8,33.0,7.4,divorciado,0
d8e08a75,76.5,174.7,60.0,14.2,casado,0
19611d27,85.0,177.7,71.0,17.4,soltero,0
7601be6b,87.5,177.4,35.0,11.9,divorciado,0
74400614,50.0,157.6,29.0,8.9,casado,0
96eb40c3,57.5,154.8,41.0,16.7,divorciado,1
af0d6143,76.0,167.4,66.0,21.6,soltero,1
f7e3bb5c,71.8,199.0,55.0,9.5,soltero,0
21d0856b,64.2,176.0,50.0,9.9,casado,0
3575e613,92.5,167.5,32.0,15.2,casado,0
ea53dd5a,102.9,158.4,58.0,23.2,divorciado,0
2bf7b3ad,86.1,190.0,37.0,11.8,soltero,0
cd186f66,68.2,164.2,72.0,15.6,casado,0
8ae9da9c,73.4,185.5,42.0,11.1,soltero,0
5473f9f3,89.1,185.5,63.0,15.8,divorciado,0
03a041b2,62.9,151.4,63.0,21.4,casado,1
1d3dfeda,95.6,182.1,49.0,15.0,soltero,0
c3546c89,91.4,174.7,37.0,14.5,divorciado,0
57854f99,74.2,166.7,68.0,16.1,casado,0
b3e4a012,75.0,183.9,25.0,9.7,soltero,0
765cefc0,77.7,157.2,65.0,24.3,divorciado,1
c233c82b,78.7,154.0,72.0,23.9,soltero,1
5a1b4609,100.8,187.0,49.0,15.7,soltero,0
cafb249a,80.4,161.6,62.0,22.9,casado,1
ff45c79f,65.5,170.3,59.0,18.8,soltero,1
03c38240,65.9,178.0,57.0,12.1,soltero,0
0554bdc3,54.1,162.6,22.0,13.0,soltero,1
29d2d672,75.7,172.1,24.0,10.5,divorciado,0
50c232e9,96.9,177.6,72.0,19.7,divorciado,0
2dc50bd7,51.8,159.6,42.0,15.3,soltero,1
9f21f8c4,80.5,179.8,40.0,11.9,soltero,0
3628f70b,53.8,165.3,36.0,9.2,soltero,0
27f7516f,,157.7,58.0,16.5,casado,1
34e648dd,69.0,177.1,73.0,14.8,soltero,0
5f8301c5,85.0,154.0,62.0,26.9,casado,1
d37d310b,75.6,177.8,35.0,11.8,casado,0
fafaa320,72.1,176.9,72.0,15.4,soltero,0
59100caf,42.7,169.9,38.0,10.2,soltero,1
7e600c08,40.0,154.2,56.0,13.6,soltero,1
de8a7fa9,56.3,181.0,70.0,11.5,divorciado,0
6f86a4d3,71.7,177.7,25.0,13.9,casado,1
d11610ee,102.4,189.2,21.0,12.0,soltero,0
673a9e3f,64.8,168.5,71.0,14.4,casado,0
86017876,94.6,,69.0,18.2,soltero,0
70aa9865,68.5,143.4,72.0,24.3,soltero,1
a8110e20,56.1,161.9,19.0,13.6,soltero,1
c525f0c2,63.1,163.6,29.0,15.0,casado,1
f24383ef,61.0,165.0,57.0,17.4,casado,1
c867845e,85.7,184.2,46.0,13.2,divorciado,0
6cb9272a,77.2,174.8,36.0,12.4,soltero,0
a610f176,67.4,188.8,74.0,12.5,soltero,0
577624fc,76.4,172.8,43.0,18.5,casado,1
28f9213c,70.4,167.1,23.0,11.1,soltero,0
edad6660,,159.9,43.0,20.0,soltero,1
ba278565,88.6,171.2,74.0,19.6,casado,0
6fc8e4a6,56.7,158.0,43.0,12.4,divorciado,0
7fbd481d,74.6,155.6,54.0,22.0,soltero,1
0e12eee2,57.2,161.7,65.0,17.5,casado,1
def843f1,79.3,190.5,52.0,11.3,casado,0
77f4791f,80.8,149.1,71.0,27.7,casado,1
f8aad4a4,103.7,190.0,72.0,17.9,soltero,0
d75dc690,70.5,159.3,36.0,19.2,,1
2d488c15,50.1,164.0,58.0,15.1,divorciado,1
55dea8fe,40.0,159.2,71.0,16.3,casado,1
9295ba15,80.6,167.3,58.0,16.4,casado,0
50cbc3be,56.4,155.4,40.0,16.8,divorciado,1
d7f1f51a,82.1,154.0,68.0,26.5,soltero,1
ee4823dd,56.5,165.5,18.0,14.6,casado,1
0ef32f04,78.4,160.3,30.0,19.5,casado,1
d60173a6,84.5,191.8,34.0,9.6,casado,0
526500e7,50.0,181.1,37.0,7.0,divorciado,0
e5a983e3,73.4,172.7,37.0,17.9,soltero,1
9395d30e,65.1,167.1,24.0,16.7,soltero,1
ddcee0e2,77.9,175.8,44.0,13.3,soltero,0
773b7f2d,98.9,181.4,34.0,15.5,soltero,0
6cf84d8d,60.5,155.9,31.0,16.0,soltero,1
6c252b26,58.4,167.9,22.0,12.7,soltero,1
0abc77ed,76.0,186.6,64.0,14.2,soltero,0
0c81c261,85.1,171.9,43.0,14.2,divorciado,0
533d71fd,102.2,178.9,36.0,16.7,soltero,0
dc8d823b,72.8,156.9,62.0,22.1,casado,1
c5c43e4c,49.5,162.2,74.0,17.1,soltero,1
3082953d,93.4,167.7,45.0,16.6,casado,0
29433ece,86.5,160.3,,21.1,soltero,1
4efdbc23,75.6,171.9,43.0,19.2,soltero,1
bf78ed5f,56.4,181.6,30.0,7.3,soltero,0
3c45390a,41.1,158.9,21.0,11.9,soltero,1
8c690e24,59.9,159.6,25.0,14.7,casado,1
140dc6c0,98.1,162.7,73.0,22.7,soltero,0
f48c0bd9,,171.1,51.0,12.7,casado,0
a83ea5ec,65.0,164.8,23.0,14.5,soltero,1
af647b98,95.8,160.5,70.0,21.8,soltero,0
fd07ee34,64.4,154.7,74.0,22.9,casado,1
04ea27a3,67.6,172.3,26.0,15.2,casado,1
647d56c1,56.6,159.8,67.0,18.8,soltero,1
