Peso,Estatura,Edad,PctGrasaCorporal,EstadoCivil,ActividadFisica
68.8,197.7,24.0,6.6,casado,0
52.0,145.8,21.0,15.1,divorciado,1
60.3,165.0,52.0,17.5,soltero,1
71.3,151.1,41.0,,casado,1
67.2,161.7,26.0,16.4,divorciado,1
87.0,162.9,47.0,18.0,casado,0
79.8,156.3,32.0,20.2,divorciado,1
68.3,148.8,31.0,19.6,soltero,1
65.7,171.1,29.0,15.8,soltero,1
59.7,173.7,61.0,17.1,casado,1
71.5,168.2,39.0,12.5,casado,0
79.8,186.9,23.0,10.0,divorciado,0
59.8,177.6,46.0,14.7,soltero,1
75.2,186.7,45.0,11.4,soltero,0
80.4,166.5,50.0,19.9,soltero,1
64.1,154.6,38.0,12.8,soltero,0
75.8,177.3,,14.1,soltero,0
71.9,170.1,67.0,15.1,casado,0
62.1,168.0,61.0,18.2,casado,1
102.2,171.3,39.0,18.4,casado,0
76.8,186.1,27.0,10.4,casado,0
73.1,179.9,67.0,19.1,divorciado,1
94.9,179.1,68.0,17.8,divorciado,0
82.2,170.0,52.0,15.9,soltero,0
81.8,159.3,66.0,18.8,soltero,0
59.8,154.9,29.0,16.7,soltero,1
61.4,150.8,38.0,19.8,soltero,1
66.3,173.7,56.0,18.7,casado,1
85.6,169.5,55.0,16.6,casado,0
63.7,159.4,57.0,19.1,casado,1
74.8,177.0,18.0,10.2,casado,0
92.2,173.1,35.0,14.9,casado,0
78.1,181.0,58.0,14.3,soltero,0
60.4,165.2,71.0,14.1,soltero,0
78.4,171.4,26.0,11.3,soltero,0
73.2,176.3,68.0,14.9,casado,0
87.0,141.9,43.0,27.5,casado,1
77.7,170.2,31.0,11.6,soltero,0
62.0,180.8,61.0,10.6,casado,0
89.3,160.9,24.0,18.0,casado,0
62.7,174.9,51.0,16.4,soltero,1
106.5,159.2,23.0,20.9,soltero,0
54.0,188.2,63.0,9.0,soltero,0
60.1,186.0,25.0,5.9,soltero,0
76.4,163.6,27.0,18.3,soltero,1
90.1,178.9,74.0,17.3,soltero,0
75.9,168.5,58.0,14.4,soltero,0
53.3,159.7,68.0,16.6,soltero,1
40.0,174.4,27.0,9.5,divorciado,1
74.1,159.0,40.0,20.5,casado,1
97.0,175.5,66.0,19.7,casado,0
74.5,162.7,72.0,22.1,soltero,1
65.8,190.8,30.0,8.1,soltero,0
74.1,164.8,66.0,15.7,casado,0
65.9,172.8,38.0,14.9,casado,1
61.7,151.6,22.0,15.6,soltero,1
76.4,176.8,23.0,11.9,soltero,0
96.6,187.1,35.0,12.9,soltero,0
85.2,168.0,58.0,22.3,soltero,1
72.9,176.1,33.0,10.8,casado,0
57.7,171.9,43.0,15.3,soltero,1
71.1,179.3,28.0,9.8,casado,0
79.3,164.8,30.0,18.9,soltero,1
68.2,174.5,30.0,9.6,divorciado,0
64.6,148.4,19.0,19.4,soltero,1
63.0,190.8,62.0,8.9,soltero,0
84.4,175.8,48.0,15.1,casado,0
86.0,172.7,31.0,12.9,soltero,0
70.8,172.8,74.0,21.1,divorciado,1
92.1,191.7,56.0,15.0,casado,0
82.3,171.5,74.0,17.7,soltero,0
78.2,148.9,65.0,25.6,casado,1
92.0,179.1,21.0,12.7,soltero,0
60.6,153.0,40.0,19.2,soltero,1
105.4,165.1,60.0,21.7,casado,0
77.6,179.6,37.0,11.1,soltero,0
61.2,163.7,57.0,17.6,divorciado,1
53.8,167.1,57.0,11.0,soltero,0
41.5,158.8,36.0,13.1,casado,1
53.9,173.0,69.0,16.6,divorciado,1
71.0,161.6,63.0,16.5,soltero,0
78.7,165.0,38.0,19.4,casado,1
57.4,177.2,45.0,9.9,soltero,0
,173.8,43.0,12.5,casado,1
102.2,174.4,49.0,19.0,soltero,0
55.0,163.4,62.0,17.8,soltero,1
74.1,162.0,68.0,22.2,soltero,1
74.3,179.9,51.0,12.6,soltero,0
43.9,154.5,31.0,13.3,soltero,1
57.8,160.0,41.0,11.4,casado,0
53.0,171.7,46.0,13.7,casado,1
66.1,173.3,74.0,14.8,casado,0
84.9,175.7,70.0,16.9,soltero,0
40.0,155.7,51.0,13.5,divorciado,1
51.7,163.3,56.0,15.2,soltero,1
53.2,157.0,50.0,17.1,divorciado,1
55.8,166.3,36.0,14.7,soltero,1
74.1,177.3,21.0,15.3,casado,1
66.9,163.3,18.0,14.5,casado,1
68.7,179.2,64.0,13.4,casado,0
72.4,173.5,23.0,9.4,soltero,0
70.8,157.5,35.0,20.3,soltero,1
72.5,174.7,33.0,11.1,soltero,0
102.0,173.3,37.0,16.6,divorciado,0
83.7,178.2,30.0,11.4,soltero,0
55.0,162.7,21.0,13.1,casado,1
52.9,175.1,69.0,15.3,,1
85.7,164.3,46.0,17.8,soltero,0
78.4,172.9,33.0,17.7,soltero,1
66.2,157.9,46.0,14.3,casado,0
48.2,155.6,61.0,16.5,soltero,1
75.1,166.4,36.0,14.1,casado,0
52.8,150.9,46.0,18.0,divorciado,1
88.1,162.2,68.0,20.5,casado,0
67.6,163.3,74.0,21.1,soltero,1
54.2,179.9,24.0,6.5,casado,0
69.7,168.9,34.0,12.4,soltero,0
59.2,157.1,57.0,19.0,divorciado,1
89.5,185.5,55.0,15.5,casado,0
59.6,154.2,49.0,12.9,soltero,0
68.8,171.5,65.0,14.1,soltero,0
83.9,174.6,73.0,17.3,soltero,0
64.0,161.0,24.0,15.6,soltero,1
94.2,169.3,72.0,25.7,soltero,1
75.5,155.8,25.0,20.8,soltero,1
77.7,178.1,72.0,16.6,divorciado,0
92.3,182.0,65.0,17.1,casado,0
65.8,155.5,67.0,21.5,divorciado,1
75.3,167.8,29.0,18.1,soltero,1
64.9,154.3,26.0,16.4,soltero,1
86.8,180.9,69.0,16.1,soltero,0
53.9,141.7,54.0,19.5,soltero,1
74.9,175.3,32.0,12.1,casado,0
96.5,168.9,44.0,18.7,divorciado,0
76.2,,25.0,7.0,casado,0
58.8,172.9,23.0,12.6,soltero,1
125.9,190.5,70.0,21.4,soltero,0
82.2,191.1,64.0,13.7,casado,0
79.3,154.8,44.0,23.0,casado,1
59.9,177.8,53.0,16.0,casado,1
77.7,156.9,38.0,21.8,soltero,1
68.5,165.3,63.0,19.3,soltero,1
70.0,,66.0,13.3,casado,0
68.2,180.7,69.0,12.8,soltero,0
63.9,159.5,49.0,17.8,soltero,1
63.7,185.4,39.0,10.6,casado,0
61.3,162.3,22.0,14.4,casado,1
52.3,168.0,27.0,12.7,casado,1
70.8,150.9,35.0,20.0,casado,1
81.6,182.6,57.0,15.1,casado,0
55.3,158.1,50.0,17.1,casado,1
96.4,174.6,44.0,16.9,soltero,0
109.1,177.8,31.0,17.6,soltero,0
72.9,181.3,58.0,,soltero,0
68.3,169.7,55.0,13.5,casado,0
94.1,148.5,72.0,25.8,soltero,0
45.6,169.5,57.0,13.7,casado,1
63.3,171.4,,15.2,soltero,1
80.9,180.2,41.0,12.7,divorciado,0
72.2,177.5,30.0,10.1,soltero,0
70.4,174.0,27.0,10.7,soltero,0
73.8,189.5,47.0,11.3,soltero,0
58.4,185.9,73.0,11.2,casado,0
60.9,176.8,62.0,11.4,soltero,0
79.4,174.3,71.0,16.4,soltero,0
94.3,183.4,21.0,12.0,soltero,0
66.4,161.4,71.0,21.5,casado,1
75.4,163.5,61.0,20.1,casado,1
78.1,156.8,40.0,20.5,casado,1
42.7,161.7,29.0,12.0,soltero,1
50.6,165.8,33.0,11.8,soltero,1
68.7,162.1,68.0,20.4,casado,1
91.6,174.5,74.0,19.0,soltero,0
81.9,181.1,39.0,12.6,soltero,0
82.8,169.3,61.0,17.0,casado,0
62.1,153.4,43.0,18.8,casado,1
80.9,166.8,57.0,17.2,casado,0
61.5,163.0,22.0,14.3,soltero,1
70.0,188.3,58.0,11.6,soltero,0
108.8,171.3,57.0,20.7,soltero,0
68.5,153.2,69.0,22.8,casado,1
90.2,184.4,70.0,16.6,soltero,0
57.5,,41.0,15.8,soltero,1
41.4,153.8,30.0,13.3,,1
53.5,168.8,70.0,18.0,soltero,1
71.4,175.2,45.0,13.4,soltero,0
69.9,159.2,61.0,21.6,soltero,1
85.5,165.0,40.0,15.8,soltero,0
52.7,163.5,19.0,6.9,divorciado,0
71.7,157.5,34.0,19.3,soltero,1
73.0,169.7,41.0,12.9,casado,0
63.4,172.5,19.0,7.4,casado,0
80.1,174.3,73.0,21.9,soltero,1
80.5,187.8,65.0,14.0,soltero,0
74.9,185.3,33.0,9.8,soltero,0
40.0,163.8,66.0,14.7,soltero,1
103.4,171.8,20.0,15.4,soltero,0
58.9,156.9,66.0,18.6,soltero,1
81.2,170.4,48.0,14.7,divorciado,0
57.1,157.3,71.0,21.2,casado,1
73.2,174.6,58.0,13.9,casado,0
51.5,164.9,50.0,14.7,casado,1
75.4,161.5,24.0,13.8,casado,0
73.8,158.7,66.0,23.5,soltero,1
67.1,167.9,54.0,18.3,soltero,1
84.0,186.6,50.0,12.8,casado,0
71.8,151.1,21.0,19.5,divorciado,1
88.4,165.0,23.0,13.8,casado,0
60.0,150.1,19.0,16.6,soltero,1
81.0,147.7,20.0,22.2,soltero,1
100.1,179.7,71.0,19.9,soltero,0
80.2,170.8,61.0,15.7,soltero,0
65.5,165.0,74.0,20.2,soltero,1
43.5,164.5,63.0,16.2,casado,1
288.4715831575287,163.7,20.0,80.06838134950331,divorciado,0
91.3,173.1,30.0,14.7,soltero,0
80.4,166.5,54.0,16.3,soltero,0
68.9,169.9,38.0,11.8,casado,0
87.7,162.6,68.0,20.8,soltero,0
61.4,160.4,50.0,20.0,casado,1
60.0,173.5,74.0,19.7,casado,1
81.0,179.4,52.0,13.8,casado,0
43.2,178.3,40.0,11.4,casado,1
74.0,146.5,21.0,16.2,soltero,0
71.5,169.4,46.0,13.4,casado,0
67.5,154.4,22.0,17.5,soltero,1
41.1,159.1,42.0,13.5,casado,1
55.2,156.1,51.0,17.4,casado,1
66.0,168.8,71.0,13.9,soltero,0
64.8,170.9,30.0,13.9,casado,1
86.2,162.7,51.0,19.6,soltero,0
74.9,192.0,28.0,8.7,soltero,0
77.6,159.1,65.0,17.1,soltero,0
65.1,167.6,27.0,14.3,soltero,1
40.9,158.7,61.0,14.3,casado,1
63.4,149.1,30.0,17.9,soltero,1
86.3,168.5,54.0,17.6,soltero,0
53.7,162.2,59.0,16.9,casado,1
90.7,181.4,28.0,12.3,casado,0
74.1,174.6,73.0,15.9,soltero,0
68.1,148.0,34.0,16.1,casado,0
51.0,197.9,49.0,7.5,soltero,0
88.2,173.7,52.0,15.2,casado,0
83.9,166.6,71.0,23.8,soltero,1
75.3,170.1,38.0,18.4,casado,1
77.7,155.9,18.0,20.0,soltero,1
40.0,173.4,19.0,8.0,casado,1
57.3,164.1,21.0,13.2,casado,1
87.5,160.9,31.0,17.4,casado,0
91.8,185.0,51.0,15.5,casado,0
73.4,168.3,51.0,13.9,,0
97.3,181.1,64.0,17.9,casado,0
71.7,158.9,40.0,18.8,soltero,1
74.7,172.3,55.0,19.9,soltero,1
66.3,161.8,31.0,16.8,divorciado,1
60.7,161.0,73.0,18.8,soltero,1
55.7,179.8,33.0,7.4,divorciado,0
76.5,174.7,60.0,14.2,casado,0
85.0,177.7,71.0,17.4,soltero,0
87.5,177.4,35.0,11.9,divorciado,0
50.0,157.6,29.0,8.9,casado,0
57.5,154.8,41.0,16.7,divorciado,1
76.0,167.4,66.0,21.6,soltero,1
71.8,199.0,55.0,9.5,soltero,0
64.2,176.0,50.0,9.9,casado,0
92.5,167.5,32.0,15.2,casado,0
102.9,158.4,58.0,23.2,divorciado,0
86.1,190.0,37.0,11.8,soltero,0
68.2,164.2,72.0,15.6,casado,0
73.4,185.5,42.0,11.1,soltero,0
89.1,185.5,63.0,15.8,divorciado,0
62.9,151.4,63.0,21.4,casado,1
95.6,182.1,49.0,15.0,soltero,0
91.4,174.7,37.0,14.5,divorciado,0
74.2,166.7,68.0,16.1,casado,0
75.0,183.9,25.0,9.7,soltero,0
77.7,157.2,65.0,24.3,divorciado,1
78.7,154.0,72.0,23.9,soltero,1
100.8,187.0,49.0,15.7,soltero,0
80.4,161.6,62.0,22.9,casado,1
65.5,170.3,59.0,18.8,soltero,1
65.9,178.0,57.0,12.1,soltero,0
54.1,162.6,22.0,13.0,soltero,1
75.7,172.1,24.0,10.5,divorciado,0
96.9,177.6,72.0,19.7,divorciado,0
167.10754465580982,159.6,42.0,62.58322175227354,soltero,1
80.5,179.8,40.0,11.9,soltero,0
53.8,165.3,36.0,9.2,soltero,0
,157.7,58.0,16.5,casado,1
69.0,177.1,73.0,14.8,soltero,0
85.0,154.0,62.0,26.9,casado,1
75.6,177.8,35.0,11.8,casado,0
72.1,176.9,72.0,15.4,soltero,0
42.7,169.9,38.0,10.2,soltero,1
40.0,154.2,56.0,13.6,soltero,1
56.3,181.0,70.0,11.5,divorciado,0
71.7,177.7,25.0,13.9,casado,1
102.4,189.2,21.0,12.0,soltero,0
64.8,168.5,71.0,14.4,casado,0
94.6,,69.0,18.2,soltero,0
68.5,143.4,72.0,24.3,soltero,1
56.1,161.9,19.0,13.6,soltero,1
63.1,163.6,29.0,15.0,casado,1
61.0,165.0,57.0,17.4,casado,1
85.7,184.2,46.0,13.2,divorciado,0
77.2,174.8,36.0,12.4,soltero,0
67.4,188.8,74.0,12.5,soltero,0
76.4,172.8,43.0,18.5,casado,1
70.4,167.1,23.0,11.1,soltero,0
,159.9,43.0,20.0,soltero,1
88.6,171.2,74.0,19.6,casado,0
56.7,158.0,43.0,12.4,divorciado,0
74.6,155.6,54.0,22.0,soltero,1
57.2,161.7,65.0,17.5,casado,1
79.3,190.5,52.0,11.3,casado,0
80.8,149.1,71.0,27.7,casado,1
103.7,190.0,72.0,17.9,soltero,0
70.5,159.3,36.0,19.2,,1
50.1,164.0,58.0,15.1,divorciado,1
40.0,159.2,71.0,16.3,casado,1
80.6,167.3,58.0,16.4,casado,0
56.4,155.4,40.0,16.8,divorciado,1
82.1,154.0,68.0,26.5,soltero,1
56.5,165.5,18.0,14.6,casado,1
78.4,160.3,30.0,19.5,casado,1
84.5,191.8,34.0,9.6,casado,0
50.0,181.1,37.0,7.0,divorciado,0
73.4,172.7,37.0,17.9,soltero,1
65.1,167.1,24.0,16.7,soltero,1
77.9,175.8,44.0,13.3,soltero,0
98.9,181.4,34.0,15.5,soltero,0
60.5,155.9,31.0,16.0,soltero,1
58.4,167.9,22.0,12.7,soltero,1
76.0,186.6,64.0,14.2,soltero,0
85.1,171.9,43.0,14.2,divorciado,0
102.2,178.9,36.0,16.7,soltero,0
72.8,156.9,62.0,22.1,casado,1
49.5,162.2,74.0,17.1,soltero,1
93.4,167.7,45.0,16.6,casado,0
86.5,160.3,,21.1,soltero,1
75.6,171.9,43.0,19.2,soltero,1
56.4,181.6,30.0,7.3,soltero,0
41.1,158.9,21.0,11.9,soltero,1
59.9,159.6,25.0,14.7,casado,1
98.1,162.7,73.0,22.7,soltero,0
,171.1,51.0,12.7,casado,0
65.0,164.8,23.0,14.5,soltero,1
95.8,160.5,70.0,21.8,soltero,0
64.4,154.7,74.0,22.9,casado,1
67.6,172.3,26.0,15.2,casado,1
56.6,159.8,67.0,18.8,soltero,1
63.2,162.1,53.0,13.5,soltero,0
71.0,,42.0,17.5,casado,1
73.6,175.3,25.0,10.1,soltero,0
64.6,161.5,67.0,20.0,casado,1
62.9,163.0,39.0,16.7,casado,1
91.9,164.3,55.0,18.7,soltero,0
59.4,149.8,57.0,21.0,casado,1
78.9,169.6,53.0,14.7,casado,0
50.0,179.5,27.0,5.4,casado,0
80.1,168.1,34.0,13.7,soltero,0
53.8,162.0,49.0,15.6,soltero,1
,168.7,41.0,22.5,casado,1
81.5,190.0,68.0,14.4,soltero,0
55.5,158.6,55.0,16.4,soltero,1
80.9,163.1,33.0,14.5,soltero,0
44.9,150.9,74.0,18.6,soltero,1
87.6,168.5,61.0,21.9,soltero,1
83.5,156.1,73.0,22.2,soltero,0
45.0,164.6,57.0,14.4,divorciado,1
59.8,161.3,62.0,16.8,casado,1
78.2,178.1,,12.3,divorciado,0
59.4,157.0,32.0,15.3,casado,1
66.2,158.5,21.0,10.7,soltero,0
72.9,160.5,28.0,18.2,soltero,1
74.0,165.8,32.0,14.2,casado,0
73.3,154.0,65.0,22.3,soltero,1
88.4,185.5,74.0,16.5,soltero,0
110.6,168.1,21.0,18.3,casado,0
298.3611698210557,160.4,56.0,83.50927337056038,casado,1
68.6,197.1,66.0,12.5,casado,0
67.0,189.5,28.0,7.4,casado,0
69.3,174.0,50.0,13.4,casado,0
48.1,168.6,53.0,14.5,soltero,1
92.5,171.9,37.0,16.0,soltero,0
51.9,162.6,66.0,18.5,soltero,1
93.6,190.9,53.0,14.6,casado,0
,173.0,38.0,10.3,soltero,0
57.5,160.9,31.0,15.3,soltero,1
67.9,195.9,34.0,7.7,divorciado,0
125.1,175.5,21.0,19.2,casado,0
62.8,146.5,33.0,19.3,soltero,1
84.1,,33.0,13.0,soltero,0
91.6,163.2,41.0,23.9,soltero,1
67.7,161.7,51.0,19.9,casado,1
77.6,164.9,22.0,12.7,casado,0
64.7,161.9,33.0,17.0,soltero,1
63.6,182.1,18.0,7.0,soltero,0
62.6,182.3,25.0,7.9,casado,0
103.0,179.0,,15.7,casado,0
79.1,169.6,45.0,14.1,soltero,0
84.4,181.8,46.0,13.3,casado,0
53.2,162.3,53.0,16.6,divorciado,1
70.7,156.9,57.0,22.1,casado,1
63.1,168.9,26.0,15.3,soltero,1
73.9,177.2,35.0,12.0,soltero,0
55.2,167.3,22.0,11.6,soltero,1
61.4,174.4,66.0,12.6,soltero,0
55.4,160.1,22.0,13.6,soltero,1
79.9,173.2,47.0,19.6,casado,1
50.1,174.9,66.0,15.7,soltero,1
80.8,172.4,55.0,14.6,soltero,0
63.4,178.4,37.0,9.5,divorciado,0
65.4,187.5,33.0,8.1,casado,0
64.1,,29.0,14.2,soltero,1
85.7,181.1,43.0,12.7,soltero,0
63.7,168.6,43.0,12.0,soltero,0
77.7,182.6,29.0,8.5,casado,0
62.2,175.6,72.0,18.0,casado,1
48.1,142.1,19.0,14.5,divorciado,1
65.4,147.1,35.0,18.5,soltero,1
50.0,184.8,73.0,11.7,casado,0
77.8,186.9,34.0,9.8,soltero,0
52.6,171.8,19.0,11.6,soltero,1
77.6,179.2,18.0,9.5,soltero,0
69.5,185.1,49.0,11.3,soltero,0
72.1,156.1,53.0,,divorciado,1
78.0,154.8,43.0,22.1,soltero,1
71.3,153.3,64.0,21.6,soltero,1
79.7,162.3,54.0,21.7,soltero,1
73.9,150.9,61.0,25.2,soltero,1
52.9,163.3,58.0,16.5,casado,1
80.1,155.0,48.0,22.9,soltero,1
61.1,167.2,51.0,16.7,casado,1
51.8,173.1,,11.3,casado,0
67.6,169.6,73.0,20.1,casado,1
66.6,168.9,62.0,18.7,soltero,1
52.2,165.0,27.0,13.6,divorciado,1
75.4,163.3,58.0,21.4,casado,1
82.8,181.2,48.0,14.2,soltero,0
65.7,165.9,71.0,20.1,casado,1
55.5,166.4,37.0,14.0,soltero,1
79.1,175.3,57.0,14.8,soltero,0
56.1,168.9,29.0,13.7,soltero,1
108.9,193.5,39.0,15.2,casado,0
85.3,164.2,55.0,22.8,divorciado,1
65.6,154.0,21.0,17.1,soltero,1
78.4,159.4,34.0,20.9,casado,1
96.0,172.3,39.0,15.1,soltero,0
70.5,155.3,52.0,21.2,soltero,1
65.0,177.7,20.0,8.9,soltero,0
75.4,148.8,74.0,26.6,soltero,1
55.3,173.6,25.0,12.5,casado,1
54.1,,67.0,10.8,casado,0
53.0,167.2,74.0,18.4,soltero,1
69.7,184.8,22.0,8.8,casado,0
56.6,159.1,59.0,18.4,soltero,1
78.9,161.6,45.0,16.0,casado,0
84.0,168.5,73.0,23.8,soltero,1
73.5,182.9,43.0,11.4,casado,0
85.3,177.2,60.0,13.9,soltero,0
108.2,162.0,63.0,23.6,soltero,0
87.1,158.2,28.0,22.6,casado,1
52.9,157.5,44.0,16.9,soltero,1
69.1,170.7,42.0,11.7,soltero,0
60.2,164.4,41.0,16.3,soltero,1
43.1,156.0,39.0,11.5,soltero,1
,169.3,44.0,14.4,casado,1
74.3,177.0,74.0,14.9,casado,0
95.5,170.5,65.0,20.0,divorciado,0
69.1,158.2,36.0,19.6,soltero,1
56.5,164.2,40.0,15.3,soltero,1
111.5,184.8,43.0,17.2,soltero,0
47.8,151.1,36.0,13.6,casado,1
72.8,159.2,52.0,15.2,soltero,0
49.4,164.1,70.0,17.1,soltero,1
80.4,174.6,38.0,12.5,soltero,0
73.8,163.9,44.0,14.7,soltero,0
87.6,171.8,32.0,14.4,casado,0
82.6,162.5,33.0,16.1,soltero,0
55.4,164.8,21.0,8.2,casado,0
69.6,160.2,59.0,19.4,divorciado,1
78.4,170.5,,21.9,casado,1
68.2,176.3,27.0,8.6,soltero,0
86.8,182.1,56.0,15.6,casado,0
49.4,162.9,22.0,12.8,soltero,1
68.8,160.0,32.0,17.1,soltero,1
68.4,191.4,29.0,7.3,soltero,0
86.5,185.5,53.0,13.9,casado,0
86.9,177.8,72.0,16.2,casado,0
47.5,173.6,43.0,13.1,soltero,1
66.9,169.3,44.0,11.4,soltero,0
74.5,159.4,59.0,22.3,soltero,1
96.6,171.9,74.0,20.9,soltero,0
54.7,168.2,59.0,16.6,casado,1
106.5,174.2,,18.2,soltero,0
61.4,166.3,68.0,19.1,casado,1
,148.7,49.0,19.6,soltero,1
119.4,182.1,34.0,18.1,soltero,0
83.3,168.1,70.0,18.6,soltero,0
94.3,184.4,36.0,13.7,soltero,0
82.8,160.4,57.0,22.3,soltero,1
72.4,169.6,32.0,11.6,soltero,0
53.3,174.4,30.0,13.0,casado,1
83.3,173.0,45.0,14.1,soltero,0
65.7,187.3,47.0,9.0,soltero,0
95.4,,22.0,13.5,casado,0
50.0,183.3,22.0,5.3,soltero,0
79.7,178.3,25.0,10.7,divorciado,0
77.4,,51.0,10.8,soltero,0
53.6,167.6,30.0,13.4,casado,1
61.4,157.9,28.0,16.4,soltero,1
53.8,155.4,45.0,18.3,divorciado,1
56.1,153.0,24.0,15.0,soltero,1
67.2,,55.0,13.5,casado,0
86.1,158.5,69.0,25.9,casado,1
75.4,162.5,41.0,20.5,soltero,1
70.9,155.0,29.0,18.2,soltero,1
93.9,173.5,27.0,15.7,soltero,0
68.1,,28.0,16.7,casado,1
49.9,161.5,57.0,16.0,casado,1
79.1,156.0,31.0,20.9,soltero,1
107.4,158.1,21.0,20.8,soltero,0
67.6,149.9,62.0,22.9,casado,1
64.9,167.0,72.0,20.5,casado,1
57.0,179.1,24.0,12.0,casado,1
86.3,177.0,69.0,17.0,casado,0
190.4035377270741,174.1,28.0,98.04277883923899,divorciado,0
75.6,185.5,62.0,13.3,divorciado,0
74.1,176.3,23.0,10.0,soltero,0
63.1,154.8,43.0,19.0,casado,1
41.8,153.2,41.0,14.3,soltero,1
60.9,162.0,39.0,16.6,soltero,1
58.2,174.1,70.0,16.9,casado,1
60.2,160.0,33.0,16.1,soltero,1
95.9,174.4,53.0,17.3,divorciado,0
77.8,169.7,71.0,21.0,soltero,1
71.0,153.0,47.0,16.9,soltero,0
82.0,177.6,56.0,15.8,casado,0
71.3,163.9,47.0,18.6,divorciado,1
62.9,163.8,28.0,10.0,soltero,0
65.7,160.9,43.0,13.5,soltero,0
219.52672205378263,166.7,26.0,73.68916811539111,soltero,1
50.0,181.7,29.0,5.1,soltero,0
70.1,170.5,39.0,18.1,divorciado,1
60.1,178.5,49.0,10.5,casado,0
70.0,168.5,22.0,10.1,casado,0
79.9,161.6,28.0,18.0,casado,1
95.8,191.3,22.0,11.8,divorciado,0
67.0,168.0,18.0,16.0,casado,1
53.8,171.4,34.0,7.9,soltero,0
71.2,165.6,64.0,15.5,soltero,0
60.5,152.5,59.0,19.7,casado,1
49.2,170.0,36.0,13.1,soltero,1
53.5,168.9,50.0,15.8,,1
76.4,183.8,24.0,9.6,soltero,0
69.8,188.6,40.0,11.2,casado,0
56.3,164.3,34.0,14.1,soltero,1
71.9,164.0,22.0,12.5,casado,0
69.6,166.1,21.0,15.9,soltero,1
80.7,179.4,70.0,17.2,casado,0
70.1,174.9,69.0,20.1,casado,1
67.9,160.9,74.0,22.0,casado,1
99.3,161.9,64.0,22.4,casado,0
101.4,164.9,70.0,21.5,casado,0
75.9,185.9,39.0,9.9,soltero,0
71.0,170.4,39.0,16.5,divorciado,1
77.7,159.2,59.0,23.5,soltero,1
50.0,174.4,31.0,8.6,divorciado,0
82.3,160.6,32.0,20.8,casado,1
55.1,160.1,59.0,16.6,soltero,1
70.7,175.6,30.0,11.1,soltero,0
63.4,173.5,25.0,,soltero,0
62.0,175.0,24.0,7.5,soltero,0
87.9,171.3,49.0,16.1,soltero,0
84.1,178.8,24.0,11.0,soltero,0
67.4,153.5,31.0,18.4,soltero,1
70.6,198.2,58.0,11.4,casado,0
67.1,177.9,36.0,10.5,soltero,0
79.6,169.6,33.0,18.4,soltero,1
74.0,172.3,68.0,20.6,soltero,1
73.1,174.0,66.0,14.0,casado,0
116.4,191.7,73.0,18.8,casado,0
57.7,151.9,59.0,20.2,soltero,1
53.1,144.3,69.0,21.5,soltero,1
83.4,171.8,64.0,17.7,divorciado,0
99.2,185.0,54.0,16.2,casado,0
61.6,162.2,47.0,12.6,casado,0
62.2,160.5,51.0,17.8,soltero,1
69.4,168.2,37.0,16.9,soltero,1
80.3,184.2,29.0,10.4,soltero,0
54.3,152.3,45.0,16.6,soltero,1
80.7,159.7,37.0,16.1,casado,0
67.8,162.1,27.0,11.9,casado,0
50.0,160.4,69.0,12.9,soltero,0
57.0,163.6,30.0,14.9,soltero,1
78.3,158.7,61.0,21.9,casado,1
90.1,170.5,28.0,15.2,casado,0
52.3,172.0,29.0,13.9,divorciado,1
52.6,172.8,65.0,16.0,casado,1
96.9,177.2,33.0,14.4,divorciado,0
68.9,159.8,54.0,19.4,casado,1
116.8,173.3,38.0,19.9,soltero,0
59.4,162.4,45.0,17.7,soltero,1
90.6,163.2,44.0,23.4,divorciado,1
79.7,157.7,65.0,24.7,soltero,1
82.2,167.6,71.0,19.2,divorciado,0
65.6,147.5,56.0,21.2,casado,1
60.5,152.8,29.0,17.9,casado,1
65.4,195.8,44.0,8.9,casado,0
80.8,158.3,,22.0,soltero,1
47.6,166.7,71.0,17.4,soltero,1
78.0,183.3,30.0,10.8,casado,0
62.6,166.3,63.0,18.4,casado,1
82.5,164.2,67.0,19.2,casado,0
51.5,174.3,64.0,11.5,divorciado,0
58.0,155.5,61.0,20.0,soltero,1
77.9,165.8,61.0,17.3,casado,0
88.6,163.8,65.0,25.2,casado,1
62.8,172.2,48.0,12.0,casado,0
82.0,165.3,44.0,16.4,soltero,0
74.6,178.5,22.0,10.3,casado,0
89.9,194.1,21.0,11.7,soltero,0
80.7,174.0,70.0,21.1,divorciado,1
82.9,187.1,59.0,13.2,soltero,0
64.3,164.4,38.0,17.3,casado,1
104.0,197.5,20.0,10.8,casado,0
67.0,163.4,22.0,15.7,casado,1
72.0,147.3,34.0,21.5,divorciado,1
88.8,178.5,30.0,13.9,casado,0
71.2,166.7,21.0,17.0,casado,1
81.5,150.3,59.0,26.5,soltero,1
59.7,170.3,42.0,14.5,soltero,1
73.5,165.6,59.0,21.6,soltero,1
59.0,167.6,44.0,16.5,casado,1
81.0,169.8,67.0,17.0,casado,0
67.2,159.7,34.0,17.9,casado,1
69.3,188.9,56.0,11.1,casado,0
62.1,151.6,69.0,21.7,soltero,1
92.3,183.5,31.0,13.4,casado,0
58.0,147.8,34.0,18.4,casado,1
60.7,174.4,51.0,14.9,soltero,1
78.9,166.0,36.0,14.4,casado,0
71.6,179.4,46.0,11.3,divorciado,0
72.2,181.3,36.0,11.4,divorciado,0
