Student ID,Student Country,Question ID,Type of Answer,Question Level,Topic,Subtopic,Student Age,Response Time (s)
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,53.0
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,40.0
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,85.0
1220,Slovenia,323,0,Basic,Linear Algebra,Linear Transformations,22.0,
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,44.0
1220,Slovenia,323,0,Basic,Linear Algebra,Linear Transformations,22.0,54.0
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,55.0
1220,Slovenia,323,0,Basic,Linear Algebra,Linear Transformations,22.0,53.0
1220,Slovenia,323,0,Basic,Linear Algebra,Linear Transformations,22.0,30.0
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,68.0
1220,Slovenia,323,0,Basic,Linear Algebra,Linear Transformations,22.0,61.0
1220,Slovenia,323,1,Basic,Linear Algebra,Linear Transformations,22.0,89.0
753,Italy,323,1,Basic,Linear Algebra,Linear Transformations,22.0,55.0
884,Italy,323,1,Basic,Linear Algebra,Linear Transformations,29.0,39.0
851,Italy,323,1,Basic,Linear Algebra,Linear Transformations,37.0,71.0
851,Italy,323,0,Basic,Linear Algebra,Linear Transformations,37.0,46.0
958,Lithuania,323,0,Basic,Linear Algebra,Linear Transformations,28.0,72.0
1324,Italy,323,0,Basic,Linear Algebra,Linear Transformations,18.0,81.0
1322,Italy,323,1,Basic,Linear Algebra,Linear Transformations,18.0,28.0
1322,Italy,323,1,Basic,Linear Algebra,Linear Transformations,18.0,38.0
1322,Italy,323,0,Basic,Linear Algebra,Linear Transformations,18.0,55.0
1299,Italy,323,1,Basic,Linear Algebra,Linear Transformations,20.0,36.0
1284,Italy,323,0,Basic,Linear Algebra,Linear Transformations,22.0,59.0
1284,Italy,323,0,Basic,Linear Algebra,Linear Transformations,22.0,69.0
72,Portugal,323,0,Basic,Linear Algebra,Linear Transformations,24.0,72.0
840,Italy,323,1,Basic,Linear Algebra,Linear Transformations,27.0,76.0
840,Italy,323,0,Basic,Linear Algebra,Linear Transformations,27.0,79.0
840,Italy,323,1,Basic,Linear Algebra,Linear Transformations,27.0,57.0
840,Italy,323,0,Basic,Linear Algebra,Linear Transformations,27.0,39.0
625,Russian Federation,323,1,Basic,Linear Algebra,Linear Transformations,20.0,46.0
1339,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,21.0,34.0
956,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,20.0,74.0
1143,Portugal,324,1,Basic,,Linear Transformations,18.0,50.0
1271,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,22.0,33.0
91,Lithuania,324,1,Basic,Linear Algebra,Linear Transformations,27.0,32.0
1319,Italy,324,1,Basic,Linear Algebra,Linear Transformations,23.0,66.0
876,Italy,324,0,Basic,Linear Algebra,Linear Transformations,21.0,72.0
1076,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,47.0
1076,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,63.0
168,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,81.0
168,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,94.0
168,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,71.0
168,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,47.0
168,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,70.0
168,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,88.0
972,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,22.0,30.0
972,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,22.0,72.0
1517,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,22.0,77.0
1517,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,22.0,50.0
378,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,60.0
1194,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,24.0,72.0
1256,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,86.0
1219,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,23.0,64.0
1219,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,23.0,30.0
1219,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,23.0,76.0
1219,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,23.0,58.0
898,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,18.0,49.0
1146,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,24.0,64.0
1171,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,23.0,61.0
1350,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,31.0,69.0
1109,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,23.0,67.0
473,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,26.0,46.0
1087,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,27.0,
1173,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,23.0,64.0
1173,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,23.0,54.0
1163,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,19.0,64.0
1146,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,24.0,
1279,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,25.0,56.0
966,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,27.0,60.0
966,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,27.0,47.0
1077,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,19.0,31.0
986,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,21.0,59.0
1195,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,28.0,104.0
899,Lithuania,324,1,Basic,Linear Algebra,Linear Transformations,29.0,30.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,51.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,57.0
1220,Slovenia,324,0,Basic,Linear Algebra,Linear Transformations,22.0,52.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,81.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,39.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,58.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,70.0
1220,Slovenia,324,1,Basic,Linear Algebra,Linear Transformations,22.0,30.0
884,Italy,324,1,Basic,Linear Algebra,Linear Transformations,29.0,75.0
884,Italy,324,1,,Linear Algebra,Linear Transformations,29.0,89.0
884,Italy,324,0,Basic,Linear Algebra,Linear Transformations,29.0,65.0
884,Italy,324,0,Basic,Linear Algebra,Linear Transformations,29.0,63.0
1428,Portugal,324,1,Basic,Linear Algebra,Linear Transformations,27.0,30.0
958,Lithuania,324,0,Basic,Linear Algebra,Linear Transformations,28.0,65.0
1324,Italy,324,0,Basic,Linear Algebra,Linear Transformations,18.0,61.0
1322,Italy,324,1,Basic,Linear Algebra,Linear Transformations,18.0,71.0
1284,Italy,324,0,Basic,Linear Algebra,Linear Transformations,22.0,67.0
885,Italy,324,0,Basic,Linear Algebra,Linear Transformations,29.0,72.0
840,Italy,324,1,Basic,Linear Algebra,Linear Transformations,27.0,58.0
840,Italy,324,1,Basic,Linear Algebra,Linear Transformations,27.0,42.0
1095,Portugal,324,0,Basic,Linear Algebra,Linear Transformations,19.0,68.0
956,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,20.0,32.0
956,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,20.0,71.0
1091,Lithuania,325,1,Basic,Linear Algebra,Linear Transformations,18.0,82.0
91,Lithuania,325,1,Basic,Linear Algebra,Linear Transformations,,86.0
876,Italy,325,0,Basic,Linear Algebra,Linear Transformations,21.0,46.0
876,Italy,325,0,Basic,Linear Algebra,Linear Transformations,21.0,86.0
876,Italy,325,0,Basic,Linear Algebra,Linear Transformations,21.0,45.0
1076,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,19.0,62.0
168,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,19.0,38.0
168,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,19.0,86.0
1252,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,21.0,67.0
967,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,25.0,50.0
972,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,22.0,52.0
972,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,22.0,45.0
591,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,40.0,60.0
1093,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,29.0,51.0
1194,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,24.0,61.0
1157,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,23.0,62.0
1256,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,19.0,88.0
1219,,325,0,Basic,Linear Algebra,Linear Transformations,23.0,60.0
509,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,27.0,52.0
509,Portugal,325,1,Basic,Linear Algebra,,27.0,76.0
898,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,18.0,54.0
1171,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,23.0,30.0
394,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,18.0,94.0
1080,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,23.0,50.0
1087,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,27.0,65.0
966,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,27.0,42.0
966,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,27.0,78.0
986,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,21.0,31.0
1149,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,20.0,60.0
1173,Portugal,325,0,Basic,Linear Algebra,Linear Transformations,23.0,89.0
359,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,22.0,39.0
359,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,22.0,65.0
468,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,18.0,55.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,34.0
1220,Slovenia,325,0,Basic,Linear Algebra,Linear Transformations,22.0,77.0
1220,Slovenia,325,0,Basic,Linear Algebra,Linear Transformations,22.0,78.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,51.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,55.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,36.0
1220,Slovenia,325,0,Basic,Linear Algebra,Linear Transformations,22.0,53.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,79.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,59.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,116.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,55.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,56.0
1220,Slovenia,325,1,Basic,Linear Algebra,Linear Transformations,22.0,62.0
884,Italy,325,0,Basic,Linear Algebra,Linear Transformations,29.0,62.0
884,Italy,325,0,Basic,Linear Algebra,Linear Transformations,29.0,57.0
851,Italy,325,0,Basic,Linear Algebra,Linear Transformations,37.0,79.0
1428,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,27.0,60.0
955,Lithuania,325,0,Basic,Linear Algebra,Linear Transformations,21.0,65.0
1322,Italy,325,0,Basic,Linear Algebra,Linear Transformations,18.0,60.0
1322,Italy,325,1,Basic,Linear Algebra,Linear Transformations,18.0,96.0
1284,Italy,325,0,Basic,Linear Algebra,Linear Transformations,22.0,31.0
1284,Italy,325,0,Basic,Linear Algebra,Linear Transformations,22.0,44.0
840,Italy,325,1,Basic,Linear Algebra,Linear Transformations,27.0,78.0
634,Italy,325,0,Basic,Linear Algebra,Linear Transformations,18.0,46.0
1095,Portugal,325,1,Basic,Linear Algebra,Linear Transformations,19.0,68.0
91,Lithuania,326,1,Basic,Complex Numbers,Complex Numbers,27.0,37.0
90,Lithuania,326,0,Basic,Complex Numbers,Complex Numbers,20.0,40.0
90,Lithuania,326,0,Basic,Complex Numbers,Complex Numbers,20.0,51.0
128,Lithuania,326,1,Basic,Complex Numbers,Complex Numbers,23.0,61.0
128,Lithuania,326,0,Basic,Complex Numbers,Complex Numbers,23.0,46.0
457,Portugal,326,1,Basic,Complex Numbers,Complex Numbers,23.0,69.0
591,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,40.0,58.0
769,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,26.0,41.0
163,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,19.0,62.0
71,Portugal,326,1,Basic,Complex Numbers,Complex Numbers,19.0,61.0
71,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,19.0,68.0
414,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,19.0,67.0
411,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,21.0,67.0
422,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,22.0,64.0
422,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,22.0,42.0
411,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,21.0,48.0
419,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,20.0,64.0
420,Portugal,326,1,,Complex Numbers,Complex Numbers,23.0,55.0
28,Portugal,326,1,Basic,Complex Numbers,Complex Numbers,23.0,88.0
421,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,21.0,47.0
72,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,24.0,74.0
72,Portugal,326,0,Basic,Complex Numbers,Complex Numbers,24.0,40.0
90,Lithuania,327,1,Basic,Complex Numbers,Complex Numbers,20.0,56.0
128,Lithuania,327,0,Basic,Complex Numbers,Complex Numbers,23.0,82.0
175,Italy,327,0,Basic,Complex Numbers,Complex Numbers,21.0,50.0
175,Italy,327,0,Basic,Complex Numbers,Complex Numbers,21.0,69.0
1483,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,28.0,63.0
769,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,26.0,95.0
376,Portugal,327,1,Basic,Complex Numbers,Complex Numbers,29.0,49.0
1487,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,22.0,60.0
174,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,,62.0
163,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,19.0,40.0
71,Portugal,327,1,Basic,Complex Numbers,Complex Numbers,19.0,58.0
409,Portugal,327,1,Basic,Complex Numbers,Complex Numbers,23.0,44.0
422,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,22.0,61.0
420,Portugal,327,1,Basic,Complex Numbers,Complex Numbers,23.0,49.0
80,Lithuania,327,1,Basic,Complex Numbers,Complex Numbers,19.0,54.0
37,Portugal,327,1,Basic,Complex Numbers,Complex Numbers,22.0,37.0
37,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,22.0,56.0
421,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,21.0,84.0
72,Portugal,327,0,Basic,Complex Numbers,Complex Numbers,24.0,81.0
41,Portugal,328,1,Basic,Complex Numbers,Complex Numbers,20.0,53.0
90,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,20.0,39.0
128,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,23.0,47.0
128,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,23.0,58.0
128,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,23.0,79.0
91,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,27.0,74.0
128,Lithuania,328,1,,Complex Numbers,Complex Numbers,23.0,45.0
1504,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,,57.0
457,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,23.0,105.0
415,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,20.0,67.0
1487,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,22.0,59.0
1487,Portugal,328,1,Basic,Complex Numbers,Complex Numbers,22.0,45.0
174,Portugal,328,1,Basic,Complex Numbers,Complex Numbers,21.0,74.0
71,Portugal,328,1,Basic,Complex Numbers,Complex Numbers,19.0,68.0
414,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,19.0,87.0
422,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,22.0,54.0
422,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,22.0,65.0
411,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,21.0,76.0
419,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,20.0,65.0
551,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,,75.0
80,Lithuania,328,1,Basic,Complex Numbers,Complex Numbers,19.0,82.0
80,Lithuania,328,0,Basic,Complex Numbers,Complex Numbers,19.0,75.0
421,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,21.0,64.0
72,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,24.0,80.0
72,Portugal,328,0,Basic,Complex Numbers,Complex Numbers,24.0,41.0
91,Lithuania,329,1,Basic,Complex Numbers,Complex Numbers,27.0,70.0
90,Lithuania,329,0,Basic,Complex Numbers,Complex Numbers,20.0,36.0
90,Lithuania,329,0,Basic,Complex Numbers,Complex Numbers,20.0,77.0
128,Lithuania,329,0,Basic,Complex Numbers,Complex Numbers,23.0,85.0
128,Lithuania,329,0,Basic,Complex Numbers,Complex Numbers,23.0,46.0
175,Italy,329,1,Basic,Complex Numbers,Complex Numbers,21.0,69.0
175,Italy,329,0,Basic,Complex Numbers,Complex Numbers,21.0,62.0
415,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,20.0,51.0
376,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,29.0,50.0
174,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,21.0,73.0
163,Portugal,329,1,Basic,Complex Numbers,Complex Numbers,19.0,85.0
409,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,23.0,46.0
422,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,22.0,59.0
407,Portugal,329,1,Basic,Complex Numbers,Complex Numbers,18.0,38.0
419,Portugal,329,1,Basic,Complex Numbers,Complex Numbers,20.0,58.0
420,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,23.0,66.0
551,Lithuania,329,0,Basic,Complex Numbers,Complex Numbers,22.0,70.0
37,Portugal,329,1,Basic,Complex Numbers,Complex Numbers,22.0,48.0
37,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,22.0,105.0
72,Portugal,329,0,Basic,Complex Numbers,Complex Numbers,24.0,67.0
128,Lithuania,330,1,Basic,Complex Numbers,Complex Numbers,23.0,66.0
128,Lithuania,330,0,Basic,Complex Numbers,Complex Numbers,23.0,58.0
128,Lithuania,330,0,Basic,Complex Numbers,Complex Numbers,23.0,86.0
91,Lithuania,330,0,Basic,Complex Numbers,Complex Numbers,27.0,83.0
175,Italy,330,1,Basic,Complex Numbers,Complex Numbers,21.0,78.0
175,Italy,330,0,Basic,Complex Numbers,Complex Numbers,21.0,82.0
175,Italy,330,0,Basic,Complex Numbers,Complex Numbers,21.0,44.0
1504,Portugal,330,0,Basic,Complex Numbers,Complex Numbers,27.0,64.0
457,Portugal,330,1,Basic,Complex Numbers,Complex Numbers,23.0,117.0
591,Portugal,330,1,Basic,Complex Numbers,Complex Numbers,40.0,33.0
71,Portugal,330,0,Basic,Complex Numbers,Complex Numbers,19.0,56.0
409,Portugal,330,0,Basic,Complex Numbers,Complex Numbers,23.0,59.0
411,Portugal,330,0,Basic,Complex Numbers,Complex Numbers,21.0,37.0
419,Portugal,330,0,Basic,Complex Numbers,Complex Numbers,20.0,39.0
91,Lithuania,331,1,Basic,Complex Numbers,Complex Numbers,27.0,50.0
90,Lithuania,331,0,Basic,Complex Numbers,Complex Numbers,20.0,28.0
128,Lithuania,331,0,Basic,Complex Numbers,Complex Numbers,23.0,66.0
175,Italy,331,1,Basic,Complex Numbers,Complex Numbers,21.0,37.0
376,Portugal,331,0,Basic,Complex Numbers,Complex Numbers,29.0,87.0
1487,Portugal,331,1,Basic,Complex Numbers,Complex Numbers,22.0,89.0
71,Portugal,331,1,Basic,Complex Numbers,Complex Numbers,19.0,68.0
409,Portugal,331,1,Basic,Complex Numbers,Complex Numbers,23.0,62.0
414,Portugal,331,1,,Complex Numbers,Complex Numbers,19.0,38.0
422,Portugal,331,0,Basic,Complex Numbers,Complex Numbers,22.0,59.0
422,Portugal,331,1,Basic,Complex Numbers,Complex Numbers,22.0,81.0
411,Portugal,331,0,Basic,Complex Numbers,Complex Numbers,21.0,75.0
419,Portugal,331,0,Basic,Complex Numbers,Complex Numbers,20.0,51.0
80,Lithuania,331,1,Basic,Complex Numbers,Complex Numbers,19.0,64.0
37,Portugal,331,1,Basic,Complex Numbers,Complex Numbers,22.0,28.0
28,Portugal,331,0,Basic,Complex Numbers,Complex Numbers,23.0,57.0
421,Portugal,331,1,Basic,Complex Numbers,Complex Numbers,21.0,70.0
41,Portugal,332,0,Basic,Complex Numbers,,20.0,41.0
175,Italy,332,0,Basic,Complex Numbers,Complex Numbers,21.0,45.0
457,Portugal,332,1,Basic,Complex Numbers,Complex Numbers,23.0,93.0
591,Portugal,332,0,Basic,Complex Numbers,Complex Numbers,40.0,47.0
769,Portugal,332,0,Basic,Complex Numbers,Complex Numbers,26.0,66.0
1487,Portugal,332,1,Basic,Complex Numbers,Complex Numbers,22.0,71.0
1487,Portugal,332,0,Basic,Complex Numbers,Complex Numbers,22.0,88.0
163,Portugal,332,0,Basic,Complex Numbers,Complex Numbers,19.0,58.0
411,Portugal,332,0,Basic,Complex Numbers,Complex Numbers,21.0,83.0
420,Portugal,332,0,Basic,Complex Numbers,Complex Numbers,23.0,40.0
551,Lithuania,332,0,Basic,Complex Numbers,Complex Numbers,22.0,41.0
80,Lithuania,332,0,Basic,Complex Numbers,Complex Numbers,19.0,73.0
37,Portugal,332,1,Basic,Complex Numbers,Complex Numbers,22.0,90.0
393,Lithuania,333,0,Advanced,Complex Numbers,Complex Numbers,23.0,95.0
393,Lithuania,333,0,Advanced,Complex Numbers,Complex Numbers,23.0,107.0
466,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,22.0,
466,,333,0,Advanced,Complex Numbers,Complex Numbers,22.0,61.0
466,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,22.0,84.0
380,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,37.0,60.0
457,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,23.0,82.0
457,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,23.0,33.0
457,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,23.0,65.0
483,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,18.0,110.0
375,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,21.0,85.0
397,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,20.0,91.0
470,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,23.0,69.0
535,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,20.0,79.0
403,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,23.0,78.0
426,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,20.0,75.0
426,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,20.0,64.0
468,Portugal,333,1,Advanced,Complex Numbers,Complex Numbers,18.0,47.0
468,Portugal,333,0,Advanced,Complex Numbers,Complex Numbers,18.0,101.0
91,Lithuania,334,1,Basic,Complex Numbers,Complex Numbers,27.0,59.0
91,Lithuania,334,0,Basic,Complex Numbers,Complex Numbers,27.0,34.0
128,Lithuania,334,0,Basic,Complex Numbers,Complex Numbers,23.0,61.0
175,Italy,334,1,Basic,Complex Numbers,Complex Numbers,21.0,57.0
591,Portugal,334,0,Basic,Complex Numbers,Complex Numbers,40.0,37.0
769,Portugal,334,0,Basic,Complex Numbers,Complex Numbers,26.0,70.0
71,Portugal,334,1,Basic,Complex Numbers,Complex Numbers,19.0,91.0
414,Portugal,334,0,Basic,Complex Numbers,Complex Numbers,19.0,63.0
411,Portugal,334,0,Basic,Complex Numbers,Complex Numbers,21.0,56.0
411,Portugal,334,0,Basic,Complex Numbers,Complex Numbers,21.0,52.0
80,Lithuania,334,1,Basic,Complex Numbers,Complex Numbers,,72.0
72,Portugal,334,0,Basic,Complex Numbers,Complex Numbers,24.0,40.0
576,Ireland,335,0,Basic,Complex Numbers,Complex Numbers,23.0,64.0
91,Lithuania,335,0,Basic,Complex Numbers,Complex Numbers,27.0,75.0
128,Lithuania,335,0,Basic,Complex Numbers,Complex Numbers,23.0,58.0
128,Lithuania,335,0,Basic,Complex Numbers,Complex Numbers,23.0,62.0
175,Italy,335,1,Basic,Complex Numbers,Complex Numbers,21.0,46.0
175,Italy,335,0,Basic,Complex Numbers,Complex Numbers,21.0,67.0
591,Portugal,335,1,Basic,Complex Numbers,Complex Numbers,40.0,81.0
1483,Portugal,335,1,Basic,Complex Numbers,Complex Numbers,28.0,41.0
69,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,23.0,50.0
415,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,20.0,67.0
376,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,29.0,51.0
1487,Portugal,335,1,Basic,Complex Numbers,Complex Numbers,22.0,72.0
1487,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,22.0,82.0
163,Portugal,335,1,Basic,Complex Numbers,Complex Numbers,19.0,61.0
414,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,19.0,64.0
411,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,21.0,86.0
422,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,22.0,56.0
411,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,21.0,62.0
407,Portugal,335,1,Basic,Complex Numbers,Complex Numbers,18.0,86.0
551,Lithuania,335,0,Basic,Complex Numbers,Complex Numbers,22.0,57.0
80,Lithuania,335,1,Basic,Complex Numbers,Complex Numbers,19.0,61.0
37,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,22.0,53.0
28,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,23.0,34.0
72,Portugal,335,0,Basic,Complex Numbers,Complex Numbers,24.0,50.0
41,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,20.0,99.0
91,Lithuania,336,1,Basic,Complex Numbers,Complex Numbers,27.0,47.0
128,Lithuania,336,0,Basic,Complex Numbers,Complex Numbers,23.0,67.0
91,Lithuania,336,0,Basic,Complex Numbers,Complex Numbers,27.0,40.0
457,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,23.0,
415,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,20.0,67.0
376,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,29.0,49.0
174,Portugal,336,1,Basic,Complex Numbers,Complex Numbers,21.0,82.0
414,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,19.0,73.0
411,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,21.0,57.0
411,Portugal,336,0,Basic,Complex Numbers,Complex Numbers,21.0,61.0
551,Lithuania,336,0,Basic,Complex Numbers,Complex Numbers,22.0,72.0
37,Portugal,336,1,Basic,Complex Numbers,Complex Numbers,22.0,43.0
28,Portugal,336,1,Basic,Complex Numbers,Complex Numbers,23.0,52.0
128,Lithuania,337,0,Basic,Complex Numbers,Complex Numbers,23.0,33.0
